ID	공표일	기업명	품목	리콜종류
3215	2022-08-12 	Black & Decker Asia Pacific Pte. Ltd.	전동공구(DeWALT 전문가용 Mitre Saws (305mm))	자발적리콜
3214	2022-08-11 	주식회사 에스씨케이컴퍼니	가정용 섬유제품(가방류)	자발적리콜
3213	2022-08-02 	바디프랜드	슈퍼터치 목어깨 안마기	자발적리콜
3212	2022-07-06 	(주)플레이위즈	공기주입 물놀이기구(물놀이기구)	명령에따른리콜
3211	2022-07-06 	구디스(GOODICE)	공기주입 물놀이기구(물놀이기구)	명령에따른리콜
3210	2022-07-06 	한선유통	공기주입 보트(물놀이기구)	명령에따른리콜
3209	2022-07-06 	(주)플랜프라자씨앤씨	휴대용 레이저용품(휴대용 레이저용품)	명령에따른리콜
3208	2022-07-06 	씨피엘비㈜	고정식 자전거(헬스기구)	명령에따른리콜
3207	2022-07-06 	에밀아자르 유한회사(Emilazar)	승차용 안전모(승차용 안전모)	명령에따른리콜
3206	2022-07-06 	주식회사 신성	플러그 및 콘센트(전기설비용 부속품 및 연결부품)	명령에따른리콜
3205	2022-07-06 	(주)에스와이폴리텍	플러그 및 콘센트(전기설비용 부속품 및 연결부품)	명령에따른리콜
3204	2022-07-06 	(주)신성전기산업	플러그 및 콘센트(전기설비용 부속품 및 연결부품)	명령에따른리콜
3203	2022-07-06 	천하지엘씨 주식회사	플러그 및 콘센트(전기설비용 부속품 및 연결부품)	명령에따른리콜
3202	2022-07-06 	티엘커뮤니티	LED등기구(일반조명기구)	명령에따른리콜
3201	2022-07-06 	주식회사 넥티드	직류전원장치(직류전원장치)	명령에따른리콜
3200	2022-07-06 	(주)플레이맥스	역할놀이 완구(완구)	명령에따른리콜
3199	2022-07-06 	우리STM	발사체 완구(완구)	명령에따른리콜
3198	2022-07-06 	주식회사 토이플라이	발사체 완구(완구)	명령에따른리콜
3197	2022-07-06 	주식회사 토이플라이	발사체 완구(완구)	명령에따른리콜
3196	2022-07-06 	(주)지아지조컴퍼니	기타완구(작동완구)(완구)	명령에따른리콜
3195	2022-07-06 	(주)아가프라	유아용 노리개젖꼭지 걸이(합성수지제 어린이용품)	명령에따른리콜
3194	2022-07-06 	(주)사라코	보호장구(어린이용 스포츠 보호용품(보호 장구 및 안전모))	명령에따른리콜
3193	2022-07-06 	(주) 코디아이어패럴	내의류(유섬)(유아용 섬유제품)	명령에따른리콜
3192	2022-07-06 	(주)경원에프엔비	내의류(유섬)(유아용 섬유제품)	명령에따른리콜
3191	2022-07-06 	베이블리	신발류(유섬)(유아용 섬유제품)	명령에따른리콜
3190	2022-07-06 	육공엘디 주식회사	부스터 좌석(자동차용 어린이 보호장치)	명령에따른리콜
3189	2022-07-06 	주식회사스윔어바웃	공기주입 물놀이기구(어린이용 물놀이기구)	명령에따른리콜
3188	2022-07-06 	미소바이크	어린이용 자전거(어린이용 자전거)	명령에따른리콜
3187	2022-07-06 	삼천리자전거(주)	어린이용 자전거(어린이용 자전거)	명령에따른리콜
3186	2022-07-06 	(주)비앤씨	기타완구(작동완구)(완구)	명령에따른리콜
3185	2022-07-06 	비바셀	미술공예 완구(완구)	명령에따른리콜
3184	2022-07-06 	주식회사 유앤원	운동완구(완구)	명령에따른리콜
3183	2022-07-06 	꾸꾸	승용 완구(완구)	명령에따른리콜
3182	2022-07-06 	주식회사 케이엠엘리홀딩스	미술공예 완구(완구)	명령에따른리콜
3181	2022-07-06 	블록N스토리	미술공예 완구(완구)	명령에따른리콜
3180	2022-07-06 	이조물류센타	파티완구(완구)	명령에따른리콜
3179	2022-07-06 	(주)피앤디	기타어린이제품(기타어린이제품)	명령에따른리콜
3178	2022-07-06 	(주)드림캡스	모자류(아섬)(아동용 섬유제품)	명령에따른리콜
3177	2022-07-06 	㈜스텝케어	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3176	2022-07-06 	(주)젠아이	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3175	2022-07-06 	(주)퍼스트어패럴	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3174	2022-07-06 	코알라컴퍼니	침구류(아섬)(아동용 섬유제품)	명령에따른리콜
3173	2022-07-06 	(주)원통	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3172	2022-07-06 	밀크파우더	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3171	2022-07-06 	누리모드 주식회사	중의류(아섬)(아동용 섬유제품)	명령에따른리콜
3170	2022-07-06 	라운드 컴퍼니	중의류(아섬)(아동용 섬유제품)	명령에따른리콜
3169	2022-07-06 	(주)동화인터내셔널	내의류(아섬)(아동용 섬유제품)	명령에따른리콜
3168	2022-07-06 	에이치엘 컴퍼니	중의류(아섬)(아동용 섬유제품)	명령에따른리콜
3167	2022-07-06 	애플스마일	내의류(아섬)(아동용 섬유제품)	명령에따른리콜
3166	2022-07-06 	주식회사 통큰	수동식(어린이용 킥보드)	명령에따른리콜
3165	2022-07-06 	핸드메이드만나는날	어린이용 장신구(어린이용 장신구)	명령에따른리콜
3164	2022-07-06 	(주)라엘코리아	어린이용 장신구(어린이용 장신구)	명령에따른리콜
3163	2022-07-06 	(주)더그로우	어린이용 장신구(어린이용 장신구)	명령에따른리콜
3162	2022-07-06 	(주)오픈한	우산(어린이용 우산 및 양산)	명령에따른리콜
3161	2022-07-06 	해밀정원	우산(어린이용 우산 및 양산)	명령에따른리콜
3160	2022-07-06 	바다통상	우산(어린이용 우산 및 양산)	명령에따른리콜
3159	2022-07-06 	구디스	우산(어린이용 우산 및 양산)	명령에따른리콜
3158	2022-07-06 	주식회사 크리브	선글라스(어린이용 안경테 및 선글라스)	명령에따른리콜
3157	2022-07-06 	(주)위오아이엔씨	기타어린이제품(기타어린이제품)	명령에따른리콜
3156	2022-06-28 	아이노비아	아이노비아 65W 멀티 충전기	자발적리콜
3155	2022-06-23 	(주)에센루	딸랑이&치발기 9종세트 구성품 중 그리프 치발기	자발적리콜
3154	2022-06-20 	에어로코리아 주식회사	전기요	자발적리콜
3153	2022-04-20 	티엘커뮤니티	LED등기구(일반조명기구)	명령에따른리콜
3152	2022-04-20 	(주)컴스마트	전지(전지)	명령에따른리콜
3151	2022-04-20 	주식회사 에몬스앳홈	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3150	2022-04-20 	보성얼라이브가구	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3149	2022-04-20 	아리랑유통	등산용로프(등산용로프)	명령에따른리콜
3148	2022-04-20 	(주)티앤글로리	역할놀이 완구(완구)	명령에따른리콜
3147	2022-04-20 	(주)디에스큐브코리아	발사체 완구(완구)	명령에따른리콜
3146	2022-04-20 	고려화학	바닥매트(합성수지제 어린이용품)	명령에따른리콜
3145	2022-04-20 	네오트레이딩	바닥매트(합성수지제 어린이용품)	명령에따른리콜
3144	2022-04-20 	(주)파크론양주지점	바닥매트(합성수지제 어린이용품)	명령에따른리콜
3143	2022-04-20 	유리구두	유아용 노리개젖꼭지 걸이(합성수지제 어린이용품)	명령에따른리콜
3142	2022-04-20 	㈜테소로	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3141	2022-04-20 	(주)새김어페럴	신발류(아섬)(아동용 섬유제품)	명령에따른리콜
3140	2022-04-20 	㈜케이브랜즈	중의류(아섬)(아동용 섬유제품)	명령에따른리콜
3139	2022-04-20 	㈜경원에프엔비	내의류(아섬)(아동용 섬유제품)	명령에따른리콜
3138	2022-04-20 	에스앤지	중의류(아섬)(아동용 섬유제품)	명령에따른리콜
3137	2022-04-20 	㈜아이엔앨디	침구류(아섬)(아동용 섬유제품)	명령에따른리콜
3136	2022-03-28 	제일모직 (주) 패션부문	단톤키즈 점퍼	자발적리콜
3135	2022-03-25 	Fitbit LLC.(구 Fitbit, Inc.)	Fitbit Ionic 스마트워치	자발적리콜
3134	2022-03-21 	씨피엘비(주)	직류전원장치	자발적리콜
3133	2022-03-11 	(주)한진종합	전기요	자발적리콜
3132	2022-03-03 	(주)동명	역할놀이 완구(완구)	명령에따른리콜
3131	2022-03-03 	(주)피노키오	기타완구(작동완구)(완구)	명령에따른리콜
3130	2022-03-03 	(주)모닝글로리	연필류·연필심(학용품)	명령에따른리콜
3129	2022-03-03 	점프	연필깎이(학용품)	명령에따른리콜
3128	2022-03-03 	정현쥬얼리	연필류·연필심(학용품)	명령에따른리콜
3127	2022-03-03 	(주)지오닉스 스포츠	어린이용 자전거(어린이용 자전거)	명령에따른리콜
3126	2022-03-03 	세그웨이서울 주식회사	어린이용 자전거(어린이용 자전거)	명령에따른리콜
3125	2022-03-03 	우리STM	블록완구(완구)	명령에따른리콜
3124	2022-03-03 	(주)대호종합상사	승용 완구(완구)	명령에따른리콜
3123	2022-03-03 	주식회사 버기트라이크	기타완구(작동완구)(완구)	명령에따른리콜
3122	2022-03-03 	㈜패션플러스	외의류(아동용 섬유제품)	명령에따른리콜
3121	2022-03-03 	삼성물산㈜	외의류(아동용 섬유제품)	명령에따른리콜
3120	2022-03-03 	뉴에라캡코리아(유)	중의류(아동용 섬유제품)	명령에따른리콜
3119	2022-03-03 	미르상사(미르가구)	수납가구(어린이용 가구)	명령에따른리콜
3118	2022-03-03 	(주)제네스컴퍼니	의자(어린이용 가구)	명령에따른리콜
3117	2022-03-03 	(주)더자리체어	의자(어린이용 가구)	명령에따른리콜
3116	2022-03-03 	㈜반도옵티칼	선글라스(어린이용 안경테 및 선글라스)	명령에따른리콜
3115	2022-03-03 	주식회사 크리브	선글라스(어린이용 안경테 및 선글라스)	명령에따른리콜
3114	2022-03-03 	라 리베라	안경테(어린이용 안경테 및 선글라스)	명령에따른리콜
3113	2022-03-03 	K2BIKE	일반용자전거(이륜자전거)	명령에따른리콜
3112	2022-03-03 	에이스상사	쌍꺼풀용 테이프(쌍꺼풀용 테이프)	명령에따른리콜
3111	2022-03-03 	㈜가이온퍼니처	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3110	2022-03-03 	㈜세양침대	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3109	2022-03-03 	에이스상사	쌍꺼풀용 테이프(쌍꺼풀용 테이프)	명령에따른리콜
3108	2022-03-03 	(주)라라리즈	쌍꺼풀용 테이프(쌍꺼풀용 테이프)	명령에따른리콜
3107	2022-03-03 	H인터내셔널	쌍꺼풀용 테이프(쌍꺼풀용 테이프)	명령에따른리콜
3106	2022-03-03 	에이스상사	쌍꺼풀용 테이프(쌍꺼풀용 테이프)	명령에따른리콜
3105	2022-03-03 	(주)더스마티	직류전원장치(직류전원장치)	명령에따른리콜
3104	2022-03-03 	에이투인터내셔널	직류전원장치(직류전원장치)	명령에따른리콜
3103	2022-02-11 	(주)쿠첸	전기압력밥솥	자발적리콜
3102	2021-12-17 	(주)아바마	신생아용품(유섬)(유아용 섬유제품)	명령에따른리콜
3101	2021-12-17 	(주)거목인터내셔날	유모차(유모차)	명령에따른리콜
3100	2021-12-17 	씨케이코리아주식회사(CKKOREAInc.)	기타완구(작동완구)(완구)	명령에따른리콜
3099	2021-12-17 	(주) 태서전기	승용 완구(완구)	명령에따른리콜
3098	2021-12-17 	(주)비바스포츠	승용 완구(완구)	명령에따른리콜
3097	2021-12-17 	수생토이즈	승용 완구(완구)	명령에따른리콜
3096	2021-12-17 	㈜주영이앤씨	블록완구(완구)	명령에따른리콜
3095	2021-12-17 	켈리앤스테판	보호장구(어린이용 스포츠 보호용품)	명령에따른리콜
3094	2021-12-17 	미래상사	양말류(유섬)(유아용 섬유제품)	명령에따른리콜
3093	2021-12-17 	(주)세컨아이즈	기타어린이제품(기타어린이제품)	명령에따른리콜
3092	2021-12-17 	㈜마미버드	중의류(아섬)(아동용 섬유제품)	명령에따른리콜
3091	2021-12-17 	㈜팬로프	외의류(아섬)(아동용 섬유제품)	명령에따른리콜
3090	2021-12-17 	㈜퍼스트어패럴	어린이용 가죽제품(어린이용 가죽제품)	명령에따른리콜
3089	2021-12-17 	㈜ 더그로우	어린이용 가죽제품(어린이용 가죽제품)	명령에따른리콜
3088	2021-12-17 	㈜스텝케어	어린이용 가죽제품(어린이용 가죽제품)	명령에따른리콜
3087	2021-12-17 	도트엔도트	어린이용 가죽제품(어린이용 가죽제품)	명령에따른리콜
3086	2021-12-17 	㈜이랜드리테일	어린이용 안경테(선그라스를 포함)(어린이용 안경테(선그라스를 포함))	명령에따른리콜
3085	2021-12-17 	커머스플러스㈜	어린이용 안경테(선그라스를 포함)(어린이용 안경테(선그라스를 포함))	명령에따른리콜
3084	2021-12-17 	(주)토탈룩스	LED등기구(일반조명기구)	명령에따른리콜
3083	2021-12-17 	재은유통	전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3082	2021-12-17 	디지프리 INT	전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3081	2021-12-17 	주식회사 동광앤에스	전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3080	2021-12-17 	주식회사 히템	전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3079	2021-12-17 	K&B Korea Inc	전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3078	2021-12-17 	(주)머레이코리아	전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3077	2021-12-17 	(주)분당ENG	발보온기(교류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3076	2021-12-17 	(주)피플스	전기찜질기(교류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3075	2021-12-17 	(주)명인상사	전기찜질기(교류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3074	2021-12-17 	신유일전자	전기방석(교류전원을 사용하는 전기찜질기, 발보온기)	명령에따른리콜
3073	2021-12-17 	(주)현대의료기	전기매트(전기담요 및 매트, 전기침대)	명령에따른리콜
3072	2021-12-17 	풀꽃향기	전기매트(전기담요 및 매트, 전기침대)	명령에따른리콜
3071	2021-12-17 	(주)에이치이비 (Heb Co.,Ltd)	LED 램프(모듈)(그밖의 램프)	명령에따른리콜
3070	2021-12-17 	주식회사 프라임엘이디(판매업체)	LED 램프(모듈)(그밖의 램프)	명령에따른리콜
3069	2021-12-17 	주식회사 일렉스코리아	조명기구용컨버터(LED 전원공급장치 포함)(안정기 및 램프제어장치)	명령에따른리콜
3068	2021-12-17 	주식회사 삼오전자	LED등기구(일반조명기구)	명령에따른리콜
3067	2021-12-17 	(주)레트로버	승차용 안전모(승차용 안전모)	명령에따른리콜
3066	2021-12-17 	이토르	승차용 안전모(승차용 안전모)	명령에따른리콜
3065	2021-12-17 	(주)스튜디오삼익	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3064	2021-12-17 	㈜아이앤지퍼니처	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3063	2021-12-17 	주식회사 아리아컴퍼니	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3062	2021-12-17 	(주)에스엠디네트웍스	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3061	2021-12-17 	㈜에보니아	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3060	2021-12-17 	주식회사 아이앤에프	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3059	2021-12-17 	㈜쓰임자리연구소	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3058	2021-12-17 	주식회사 나우플러스	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3057	2021-12-17 	위드현	높이 762mm 이상의 가정용 서랍장 및 사무용 파일링 캐비닛(가구)	명령에따른리콜
3056	2021-12-17 	토이코리아	온열팩(온열팩)	명령에따른리콜
3055	2021-12-17 	브로즈 디스트리뷰션	스노보드(스노보드)	명령에따른리콜
3054	2021-12-17 	(주)아머스포츠코리아	스키용 안전모(운동용 안전모)	명령에따른리콜
3053	2021-12-17 	화광교역 주식회사	가죽제품(가죽제품)	명령에따른리콜
3052	2021-12-17 	㈜더에이치투	가죽제품(가죽제품)	명령에따른리콜
3051	2021-12-15 	엘린제이	FRIGG	자발적리콜
3050	2021-12-13 	프리그코리아	합성수지제 어린이용품	자발적리콜
3049	2021-11-25 	제크노바타이어	승용차용 타이어(자동차용 타이어)	명령에따른리콜
3048	2021-11-25 	바꾸바꾸	승용차용 타이어(자동차용 타이어)	명령에따른리콜
3047	2021-10-27 	카피어랜드	문서 세단기	자발적리콜
3046	2021-10-22 	다음네트웍스주식회사	전동킥보드(전동보드)	명령에따른리콜
3045	2021-10-22 	크레텍책임	도배용사다리(휴대용사다리)	명령에따른리콜
3044	2021-10-22 	크레텍책임	계단식소형사다리(휴대용사다리)	명령에따른리콜
3043	2021-10-22 	㈜이토	활동완구(완구)	명령에따른리콜
3042	2021-10-22 	파피루스	활동완구(완구)	명령에따른리콜
3041	2021-10-22 	(주)핀란디아	아동용 이단침대(아동용 이단침대)	명령에따른리콜
3040	2021-10-22 	㈜쁘띠엘린	책상, 탁자(어린이용 가구)	명령에따른리콜
3039	2021-10-22 	파파스퍼니처	수납가구(어린이용 가구)	명령에따른리콜
3038	2021-10-22 	(주)오픈한	우산(어린이용 우산 및 양산)	명령에따른리콜
3037	2021-10-22 	㈜스텝케어	우산(어린이용 우산 및 양산)	명령에따른리콜
3036	2021-10-22 	(주)제이투스포츠	유모차(유모차)	명령에따른리콜
3035	2021-10-22 	㈜한들	필통(학용품)	명령에따른리콜
3034	2021-10-22 	㈜포인트라인	연필류 및 연필심(학용품)	명령에따른리콜
3033	2021-10-22 	디어 아이	유아용 높은 의자(유아용 의자)	명령에따른리콜
3032	2021-10-22 	혜안	미술공예 완구(완구)	명령에따른리콜
3031	2021-10-22 	(주)에스엠코프	역할놀이 완구(완구)	명령에따른리콜
3030	2021-10-22 	㈜대양무역	발사체 완구(완구)	명령에따른리콜
3029	2021-10-22 	(주)해피월드인터내셔널	봉제인형(완구)	명령에따른리콜
3028	2021-10-22 	스마트스터디 ㈜	미술공예 완구(완구)	명령에따른리콜
3027	2021-10-22 	㈜아성HMP	미술공예 완구(완구)	명령에따른리콜
3026	2021-10-21 	(주)쁘띠엘린	애니핏 원목 베이비룸	자발적리콜
3025	2021-10-13 	스페셜라이즈드코리아 (유)	TARMAC SL7(타막 SL7)	자발적리콜
3024	2021-10-13 	세파스	어린이용 자전거	자발적리콜
3023	2021-09-27 	주식회사 앨리앤코(Allie and Co)	보피역류방지쿠션	자발적리콜
3022	2021-09-01 	토단교재	미술공예완구(완구)	명령에따른리콜
3021	2021-09-01 	(주) 플레이맥스	교육용완구(교구)(완구)	명령에따른리콜
3020	2021-09-01 	(주)아모스	색종이(학용품)	명령에따른리콜
3019	2021-09-01 	주식회사 모던트레이드	점토류(학용품)	명령에따른리콜
3018	2021-09-01 	주식회사 모던토이	기타완구(완구)	명령에따른리콜
3017	2021-09-01 	㈜ 타카그룹	기타완구(완구)	명령에따른리콜
3016	2021-09-01 	토이파크	기타완구(완구)	명령에따른리콜
3015	2021-09-01 	부평씽크빅	기타완구(완구)	명령에따른리콜
3014	2021-08-25 	Facebook Technologies, LLC, 법률대리인(김&장 법률사무소)	오큘러스 퀘스트 2 가상현실 헤드셋(이하 “퀘스트2”)에 장착할 탈부착가능 안면 쿠션 커버(이하 “본건 제품”)	자발적리콜
3013	2021-08-01 	(주)가온셀	전지(전지)	명령에따른리콜
3012	2021-08-01 	빅트	전지(전지)	명령에따른리콜
3011	2021-07-27 	주식회사 듀엘코	에프터마켓 자동차용 타이어(Aftermaket automobile tires)	자발적리콜
3010	2021-07-27 	(주)길림인더스트리	애프터마켓 자동차용 타이어(Aftermarket automobile tires)	자발적리콜
3009	2021-06-30 	(주)호마상사	어린이용 바퀴달린 운동화	명령에따른리콜
3008	2021-06-30 	(주)리플스인터내셔날	유아용 섬유제품	명령에따른리콜
3007	2021-06-30 	㈜위베네베네	유아용 섬유제품	명령에따른리콜
3006	2021-06-30 	㈜아가방앤컴퍼니	유아용 섬유제품	명령에따른리콜
3005	2021-06-30 	(주)해피프린스	유아용 섬유제품	명령에따른리콜
3004	2021-06-30 	주식회사 테드 (Ted Co., Ltd.)	유아용 섬유제품	명령에따른리콜
3003	2021-06-30 	주식회사 클럽타이콘	완구	명령에따른리콜
3002	2021-06-30 	㈜점프	완구	명령에따른리콜
3001	2021-06-30 	제이에스무역㈜	어린이용 스케이트보드	명령에따른리콜
3000	2021-06-30 	주식회사리틀아티스트	완구	명령에따른리콜
2999	2021-06-30 	(주)비앤씨	완구	명령에따른리콜
2998	2021-06-30 	베베비치	완구	명령에따른리콜
2997	2021-06-30 	세아무역(SEAHTRADE)	완구	명령에따른리콜
2996	2021-06-30 	(주)지나월드	완구	명령에따른리콜
2995	2021-06-30 	㈜채니봉봉	어린이용 장신구	명령에따른리콜
2994	2021-06-30 	㈜리틀킹	어린이용 장신구	명령에따른리콜
2993	2021-06-30 	㈜라엘코리아	어린이용 장신구	명령에따른리콜
2992	2021-06-30 	케이엔에이치	어린이용 바퀴달린 운동화	명령에따른리콜
2991	2021-06-30 	(주)동양유통	어린이용 바퀴달린 운동화	명령에따른리콜
2990	2021-06-30 	동방레포츠㈜	어린이용 바퀴달린 운동화	명령에따른리콜
2989	2021-06-30 	에스티	어린이용 바퀴달린 운동화	명령에따른리콜
2988	2021-06-30 	(주)바이오쉴드	어린이용 바퀴달린 운동화	명령에따른리콜
2987	2021-06-30 	㈜윙하우스	어린이용 우산 및 양산	명령에따른리콜
2986	2021-06-30 	주식회사상생플래닛	유모차	명령에따른리콜
2985	2021-06-30 	주식회사 원더키드 (WONDER KID. CO. LTD)	완구	명령에따른리콜
2984	2021-06-30 	한국교육시스템 주식회사	완구	명령에따른리콜
2983	2021-06-30 	장미공주	어린이용 장신구	명령에따른리콜
2982	2021-06-30 	행도씨	어린이용 장신구	명령에따른리콜
2981	2021-06-30 	주식회사 더그로우	어린이용 장신구	명령에따른리콜
2980	2021-06-30 	㈜제이플러스교역	아동용 섬유제품	명령에따른리콜
2979	2021-06-30 	㈜위베네베네	아동용 섬유제품	명령에따른리콜
2978	2021-06-30 	스윔어바웃	스포츠용 구명복(부력 보조복)	명령에따른리콜
2977	2021-06-30 	스윔어바웃	스포츠용 구명복(부력 보조복)	명령에따른리콜
2976	2021-06-30 	스윔어바웃	스포츠용 구명복(부력 보조복)	명령에따른리콜
2975	2021-06-30 	㈜신세계코리아	가정용 섬유제품	명령에따른리콜
2974	2021-06-14 	(주)쁘띠엘린	수납가구(어린이용가구)	자발적리콜
2973	2021-06-04 	쿠쿠전자 주식회사	후드믹서(양방향 회전 블렌더)	자발적리콜
2972	2021-05-31 	㈜ 한길통상	에센셜밤부식탁매트	자발적리콜
2971	2021-05-31 	(주)헨티	어린이용 우산 및 양산	명령에따른리콜
2970	2021-05-31 	신본통상㈜	어린이용 인라인 롤러스케이트	명령에따른리콜
2969	2021-05-31 	예림가구	어린이용 가구	명령에따른리콜
2968	2021-05-31 	주식회사쉴드	학용품	명령에따른리콜
2967	2021-05-31 	크리스탈하우스	아동용 섬유제품	명령에따른리콜
2966	2021-05-31 	㈜ 잭키드	아동용 섬유제품	명령에따른리콜
2965	2021-05-31 	(주)더비피	아동용 섬유제품	명령에따른리콜
2964	2021-05-31 	㈜원통	아동용 섬유제품	명령에따른리콜
2963	2021-05-31 	M&J(엠엔제이)	아동용 섬유제품	명령에따른리콜
2962	2021-05-31 	주식회사 케이엔와이인터내셔널	아동용 섬유제품	명령에따른리콜
2961	2021-05-31 	유엔아이 하우스	아동용 섬유제품	명령에따른리콜
2960	2021-05-31 	와이제이트레이딩	아동용 섬유제품	명령에따른리콜
2959	2021-05-31 	(주)엘투글로벌	아동용 섬유제품	명령에따른리콜
2958	2021-05-31 	(주)정훈제화	어린이용 가죽제품	명령에따른리콜
2957	2021-05-31 	(주)스텝케어	어린이용 가죽제품	명령에따른리콜
2956	2021-05-31 	에스비코리아 (SB Korea)	유모차	명령에따른리콜
2955	2021-05-31 	주식회사다이치	유모차	명령에따른리콜
2954	2021-05-31 	주식회사 도밍고	완구	명령에따른리콜
2953	2021-05-31 	한국교육시스템 주식회사	완구	명령에따른리콜
2952	2021-05-31 	주식회사 써보니	어린이용 우산 및 양산	명령에따른리콜
2951	2021-05-31 	(주)지티에스글로벌	아동용 섬유제품	명령에따른리콜
2950	2021-05-31 	(주)블루마운틴코리아	아동용 섬유제품	명령에따른리콜
2949	2021-05-31 	㈜에스제이프로모션	아동용 섬유제품	명령에따른리콜
2948	2021-05-31 	제이에스무역㈜	완구	명령에따른리콜
2947	2021-05-31 	비아리코	어린이용 안경테(선그라스를 포함)	명령에따른리콜
2946	2021-05-31 	(주)페이퍼플레인키즈	어린이용 가죽제품	명령에따른리콜
2945	2021-05-31 	SL무역	어린이용 가죽제품	명령에따른리콜
2944	2021-05-31 	주식회사 늘품	어린이용 가죽제품	명령에따른리콜
2943	2021-05-31 	아우디	어린이용 가죽제품	명령에따른리콜
2942	2021-05-31 	도트엔도트	어린이용 가죽제품	명령에따른리콜
2941	2021-05-31 	라파엘	어린이용 가죽제품	명령에따른리콜
2940	2021-05-31 	꾼컴퍼니	어린이용 가죽제품	명령에따른리콜
2939	2021-05-31 	지투코리아	완구	명령에따른리콜
2938	2021-05-31 	예성악기	학용품	명령에따른리콜
2937	2021-05-31 	(주)파파야나인	완구	명령에따른리콜
2936	2021-05-31 	주식회사 바니랜드	완구	명령에따른리콜
2935	2021-05-31 	(주)비앤씨	완구	명령에따른리콜
2934	2021-05-31 	㈜태서전기	완구	명령에따른리콜
2933	2021-05-31 	주식회사 청양코리아	완구	명령에따른리콜
2932	2021-05-31 	해피트리	아동용 섬유제품	명령에따른리콜
2931	2021-05-31 	리틀스텔라 주식회사	아동용 섬유제품	명령에따른리콜
2930	2021-05-31 	주식회사 큐비스트	속눈썹 열 성형기	명령에따른리콜
2929	2021-05-31 	(주)명경통상	속눈썹 열 성형기	명령에따른리콜
2928	2021-05-31 	(주)까사미아	가구	명령에따른리콜
2927	2021-05-31 	엠에이치앤코	가구	명령에따른리콜
2926	2021-05-31 	(주)세컨드컨테이너	가구	명령에따른리콜
2925	2021-05-31 	엠에이치앤코	가구	명령에따른리콜
2924	2021-05-31 	민솔가구	가구	명령에따른리콜
2923	2021-05-31 	주식회사마켓리더	가구	명령에따른리콜
2922	2021-05-31 	리샘	가구	명령에따른리콜
2921	2021-05-31 	아이솔	가구	명령에따른리콜
2920	2021-05-31 	백운조명	백열등기구	명령에따른리콜
2919	2021-05-31 	(주)진산메디칼	고령자용보행차	명령에따른리콜
2918	2021-05-31 	주식회사 조아무역	직류전원장치	명령에따른리콜
2917	2021-05-31 	(주)한국미디어시스템	직류전원장치	명령에따른리콜
2916	2021-05-31 	(주)세미웰전자	안정기 및 램프제어장치	명령에따른리콜
2915	2021-05-31 	(주)엘이디그린티	안정기 및 램프제어장치	명령에따른리콜
2914	2021-05-31 	대림테크	변압기 및 전압조정기	명령에따른리콜
2913	2021-05-31 	케이알큐엘이디(주)	일반조명기구	명령에따른리콜
2912	2021-05-31 	주식회사 송풍조명	일반조명기구	명령에따른리콜
2911	2021-05-31 	주식회사 갈릴리	일반조명기구	명령에따른리콜
2910	2021-05-31 	㈜비스코엘이디조명	일반조명기구	명령에따른리콜
2909	2021-05-31 	광진조명	일반조명기구	명령에따른리콜
